"id","nameaffiliation","title","doi","year","citations","authors","inb_grant"
"5254","Barcelona Supercomputing Center (BSC-CNS)","Comprehensive characterization of complex structural variations in cancer by directly comparing genome sequence reads.","10.1038/nbt.3027","2014","19","Valentí Moncunill, Santi Gonzalez, Sílvia Beà, Lise O Andrieux, Itziar Salaverria, Cristina Royo, Laura Martinez, Montserrat Puiggròs, Maia Segura-Wang, Adrian M Stütz, Alba Navarro, Romina Royo, Josep L Gelpí, Ivo G Gut, Carlos López-Otín, Modesto Orozco, Jan O Korbel, Elias Campo, Xose S Puente, David Torrents","No"
"5255","Barcelona Supercomputing Center (BSC-CNS)","A genome-wide association study on a southern European population identifies a new Crohn's disease susceptibility locus at RBX1-EP300.","10.1136/gutjnl-2012-302865","2013","19","Antonio Julià, Eugeni Domènech, Elena Ricart, Raül Tortosa, Valle García-Sánchez, Javier P Gisbert, Pilar Nos Mateu, Ana Gutiérrez, Fernando Gomollón, Juan Luís Mendoza, Esther Garcia-Planella, Manuel Barreiro-de Acosta, Fernando Muñoz, Maribel Vera, Cristina Saro, Maria Esteve, Montserrat Andreu, Arnald Alonso, María López-Lasanta, Laia Codó, Josep Lluís Gelpí, Andres C García-Montero, Jaume Bertranpetit, Devin Absher, Julián Panés, Sara Marsal","No"
"5256","Barcelona Supercomputing Center (BSC-CNS)","Thienylhalomethylketones: Irreversible glycogen synthase kinase 3 inhibitors as useful pharmacological tools.","10.1016/j.bmc.2009.08.042","2009","14","Daniel I Perez, Santiago Conde, Concepción Pérez, Carmen Gil, Diana Simon, Francisco Wandosell, Francisco J Moreno, José L Gelpí, Francisco J Luque, Ana Martínez","No"
"5257","Barcelona Supercomputing Center (BSC-CNS)","Continuum and discrete calculation of fractional contributions to solvation free energy.","10.1002/jcc.10323","2003","2","Antonio Morreale, Josep Lluis Gelpí, F Javier Luque, Modesto Orozco","No"
"5258","Barcelona Supercomputing Center (BSC-CNS)","FlexServ: an integrated tool for the analysis of protein flexibility.","10.1093/bioinformatics/btp304","2009","34","Jordi Camps, Oliver Carrillo, Agustí Emperador, Laura Orellana, Adam Hospital, Manuel Rueda, Damjan Cicin-Sain, Marco D'Abramo, Josep Lluís Gelpí, Modesto Orozco","No"
"5259","Barcelona Supercomputing Center (BSC-CNS)","Replacement of terminal cysteine with histidine in the metallothionein alpha and beta domains maintains its binding capacity.","10.1046/j.1432-1327.1999.00074.x","1999","23","N Romero-Isart, N Cols, M K Termansen, J L Gelpí, R González-Duarte, S Atrian, M Capdevila, P González-Duarte","No"
"5261","Barcelona Supercomputing Center (BSC-CNS)","SAR and 3D-QSAR studies on thiadiazolidinone derivatives: exploration of structural requirements for glycogen synthase kinase 3 inhibitors.","10.1021/jm040895g","2005","32","Ana Martinez, Mercedes Alonso, Ana Castro, Isabel Dorronsoro, J Luis Gelpí, F Javier Luque, Concepción Pérez, Francisco J Moreno","No"
"5262","Barcelona Supercomputing Center (BSC-CNS)","Properties of triple helices formed by parallel-stranded hairpins containing 8-aminopurines.","10.1093/nar/gkf374","2002","21","Anna Aviñó, Miriam Frieden, Juan Carlos Morales, Beatriz García de la Torre, Ramón Güimil García, Ferran Azorín, José Luis Gelpí, Modesto Orozco, Carlos González, Ramon Eritja","No"
"5266","Barcelona Supercomputing Center (BSC-CNS)","A fast method for the determination of fractional contributions to solvation in proteins.","10.1110/ps.062406706","2006","1","David Talavera, Antonio Morreale, Tim Meyer, Adam Hospital, Carles Ferrer-Costa, Josep Lluis Gelpi, Xavier de la Cruz, Robert Soliva, F Javier Luque, Modesto Orozco","No"
"5267","Barcelona Supercomputing Center (BSC-CNS)","Four-stranded DNA structure stabilized by a novel G:C:A:T tetrad.","10.1021/ja0344157","2003","14","Núria Escaja, Josep Lluis Gelpí, Modesto Orozco, Manuel Rico, Enrique Pedroso, Carlos González","No"
"5268","Barcelona Supercomputing Center (BSC-CNS)","Theoretical study of the truncated hemoglobin HbN: exploring the molecular basis of the NO detoxification mechanism.","10.1021/ja0450004","2005","41","Alejandro Crespo, Marcelo A Martí, Susana G Kalko, Antonio Morreale, Modesto Orozco, Jose L Gelpi, F Javier Luque, Darío A Estrin","No"
"5269","Barcelona Supercomputing Center (BSC-CNS)","Risk variants for psoriasis vulgaris in a large case-control collection and association with clinical subphenotypes.","10.1093/hmg/dds295","2012","30","Antonio Julià, Raül Tortosa, José Manuel Hernanz, Juan D Cañete, Eduardo Fonseca, Carlos Ferrándiz, Pablo Unamuno, Lluís Puig, José Luís Fernández-Sueiro, Raimon Sanmartí, Jesús Rodríguez, Jordi Gratacós, Esteban Dauden, José Luís Sánchez-Carazo, José Luís López-Estebaranz, David Moreno-Ramírez, Rubén Queiró, Carlos Montilla, Juan Carlos Torre-Alonso, José Javier Pérez-Venegas, Francisco Vanaclocha, Enrique Herrera, Santiago Muñoz-Fernández, Carlos González, Daniel Roig, Alba Erra, Isabel Acosta, Antonio Fernández-Nebro, Pedro Zarco, Arnald Alonso, María López-Lasanta, Andrés García-Montero, Josep Lluís Gelpí, Devin Absher, Sara Marsal","No"
"5270","Barcelona Supercomputing Center (BSC-CNS)","Kinetic formulations for the reduction of ketomalonate by lactate dehydrogenase.","10.3109/14756369009035836","1990","1","I Haro, J Li Gelpí, A Mazo, A Cortés","No"
"5271","Barcelona Supercomputing Center (BSC-CNS)","Evidence for transcript networks composed of chimeric RNAs in human cells.","10.1371/journal.pone.0028213","2012","36","Sarah Djebali, Julien Lagarde, Philipp Kapranov, Vincent Lacroix, Christelle Borel, Jonathan M Mudge, Cédric Howald, Sylvain Foissac, Catherine Ucla, Jacqueline Chrast, Paolo Ribeca, David Martin, Ryan R Murray, Xinping Yang, Lila Ghamsari, Chenwei Lin, Ian Bell, Erica Dumais, Jorg Drenkow, Michael L Tress, Josep Lluís Gelpí, Modesto Orozco, Alfonso Valencia, Nynke L van Berkum, Bryan R Lajoie, Marc Vidal, John Stamatoyannopoulos, Philippe Batut, Alex Dobin, Jennifer Harrow, Tim Hubbard, Job Dekker, Adam Frankish, Kourosh Salehi-Ashtiani, Alexandre Reymond, Stylianos E Antonarakis, Roderic Guigó, Thomas R Gingeras","Si"
"5273","Barcelona Supercomputing Center (BSC-CNS)","Non-coding recurrent mutations in chronic lymphocytic leukaemia.","10.1038/nature14666","2015","158","Xose S Puente, Silvia Beà, Rafael Valdés-Mas, Neus Villamor, Jesús Gutiérrez-Abril, José I Martín-Subero, Marta Munar, Carlota Rubio-Pérez, Pedro Jares, Marta Aymerich, Tycho Baumann, Renée Beekman, Laura Belver, Anna Carrio, Giancarlo Castellano, Guillem Clot, Enrique Colado, Dolors Colomer, Dolors Costa, Julio Delgado, Anna Enjuanes, Xavier Estivill, Adolfo A Ferrando, Josep L Gelpí, Blanca González, Santiago González, Marcos González, Marta Gut, Jesús M Hernández-Rivas, Mónica López-Guerra, David Martín-García, Alba Navarro, Pilar Nicolás, Modesto Orozco, Ángel R Payer, Magda Pinyol, David G Pisano, Diana A Puente, Ana C Queirós, Víctor Quesada, Carlos M Romeo-Casabona, Cristina Royo, Romina Royo, María Rozman, Nuria Russiñol, Itziar Salaverría, Kostas Stamatopoulos, Hendrik G Stunnenberg, David Tamborero, María J Terol, Alfonso Valencia, Nuria López-Bigas, David Torrents, Ivo Gut, Armando López-Guillermo, Carlos López-Otín, Elías Campo","No"
"5274","Barcelona Supercomputing Center (BSC-CNS)","Epigenomic analysis detects widespread gene-body DNA hypomethylation in chronic lymphocytic leukemia.","10.1038/ng.2443","2012","197","Marta Kulis, Simon Heath, Marina Bibikova, Ana C Queirós, Alba Navarro, Guillem Clot, Alejandra Martínez-Trillos, Giancarlo Castellano, Isabelle Brun-Heath, Magda Pinyol, Sergio Barberán-Soler, Panagiotis Papasaikas, Pedro Jares, Sílvia Beà, Daniel Rico, Simone Ecker, Miriam Rubio, Romina Royo, Vincent Ho, Brandy Klotzle, Lluis Hernández, Laura Conde, Mónica López-Guerra, Dolors Colomer, Neus Villamor, Marta Aymerich, María Rozman, Mónica Bayes, Marta Gut, Josep L Gelpí, Modesto Orozco, Jian-Bing Fan, Víctor Quesada, Xose S Puente, David G Pisano, Alfonso Valencia, Armando López-Guillermo, Ivo Gut, Carlos López-Otín, Elías Campo, José I Martín-Subero","No"
"5275","Barcelona Supercomputing Center (BSC-CNS)","Exome sequencing identifies recurrent mutations of the splicing factor SF3B1 gene in chronic lymphocytic leukemia.","10.1038/ng.1032","2011","381","Víctor Quesada, Laura Conde, Neus Villamor, Gonzalo R Ordóñez, Pedro Jares, Laia Bassaganyas, Andrew J Ramsay, Sílvia Beà, Magda Pinyol, Alejandra Martínez-Trillos, Mónica López-Guerra, Dolors Colomer, Alba Navarro, Tycho Baumann, Marta Aymerich, María Rozman, Julio Delgado, Eva Giné, Jesús M Hernández, Marcos González-Díaz, Diana A Puente, Gloria Velasco, José M P Freije, José M C Tubío, Romina Royo, Josep L Gelpí, Modesto Orozco, David G Pisano, Jorge Zamora, Miguel Vázquez, Alfonso Valencia, Heinz Himmelbauer, Mónica Bayés, Simon Heath, Marta Gut, Ivo Gut, Xavier Estivill, Armando López-Guillermo, Xose S Puente, Elías Campo, Carlos López-Otín","No"
"5276","Barcelona Supercomputing Center (BSC-CNS)","Whole-genome sequencing identifies recurrent mutations in chronic lymphocytic leukaemia.","10.1038/nature10113","2011","697","Xose S Puente, Magda Pinyol, Víctor Quesada, Laura Conde, Gonzalo R Ordóñez, Neus Villamor, Georgia Escaramis, Pedro Jares, Sílvia Beà, Marcos González-Díaz, Laia Bassaganyas, Tycho Baumann, Manel Juan, Mónica López-Guerra, Dolors Colomer, José M C Tubío, Cristina López, Alba Navarro, Cristian Tornador, Marta Aymerich, María Rozman, Jesús M Hernández, Diana A Puente, José M P Freije, Gloria Velasco, Ana Gutiérrez-Fernández, Dolors Costa, Anna Carrió, Sara Guijarro, Anna Enjuanes, Lluís Hernández, Jordi Yagüe, Pilar Nicolás, Carlos M Romeo-Casabona, Heinz Himmelbauer, Ester Castillo, Juliane C Dohm, Silvia de Sanjosé, Miguel A Piris, Enrique de Alava, Jesús San Miguel, Romina Royo, Josep L Gelpí, David Torrents, Modesto Orozco, David G Pisano, Alfonso Valencia, Roderic Guigó, Mónica Bayés, Simon Heath, Marta Gut, Peter Klatt, John Marshall, Keiran Raine, Lucy A Stebbings, P Andrew Futreal, Michael R Stratton, Peter J Campbell, Ivo Gut, Armando López-Guillermo, Xavier Estivill, Emili Montserrat, Carlos López-Otín, Elías Campo","No"
"5277","Barcelona Supercomputing Center (BSC-CNS)","Rational Engineering of Multiple Active Sites in an Ester Hydrolase.","10.1021/acs.biochem.8b00274","2018","0","Gerard Santiago, Mónica Martínez-Martínez, Sandra Alonso, Rafael Bargiela, Cristina Coscolín, Peter N Golyshin, Víctor Guallar, Manuel Ferrer","No"
"5278","Barcelona Supercomputing Center (BSC-CNS)","Inhibition of Human Enhancer of Zeste Homolog 2 with Tambjamine Analogs.","10.1021/acs.jcim.7b00178","2017","0","Martin Kotev, Pilar Manuel-Manresa, Elsa Hernando, Vanessa Soto-Cerrato, Modesto Orozco, Roberto Quesada, Ricardo Pérez-Tomás, Victor Guallar","No"
"5279","Barcelona Supercomputing Center (BSC-CNS)","pyProCT: Automated Cluster Analysis for Structural Bioinformatics.","10.1021/ct500306s","2014","4","Víctor A Gil, Víctor Guallar","No"
"5280","Barcelona Supercomputing Center (BSC-CNS)","An alternative mechanism for the methylation of phosphoethanolamine catalyzed by Plasmodium falciparum phosphoethanolamine methyltransferase.","10.1074/jbc.m114.611319","2014","5","Suwipa Saen-Oon, Soon Goo Lee, Joseph M Jez, Victor Guallar","No"
"5281","Barcelona Supercomputing Center (BSC-CNS)","Binding of Thioflavin T and Related Probes to Polymorphic Models of Amyloid-ß Fibrils.","10.1021/acs.jpcb.7b06675","2017","1","Francesca Peccati, Stefano Pantaleone, Vanessa Riffet, Xavier Solans-Monfort, Julia Contreras-García, Victor Guallar, Mariona Sodupe","No"
"5282","Barcelona Supercomputing Center (BSC-CNS)","Differential control of heme reactivity in alpha and beta subunits of hemoglobin: a combined Raman spectroscopic and computational study.","10.1021/ja503328a","2014","12","Eric M Jones, Emanuele Monza, Gurusamy Balakrishnan, George C Blouin, Piotr J Mak, Qianhong Zhu, James R Kincaid, Victor Guallar, Thomas G Spiro","No"
"5283","Barcelona Supercomputing Center (BSC-CNS)","Monte Carlo Free Ligand Diffusion with Markov State Model Analysis and Absolute Binding Free Energy Calculations.","10.1021/ct400678g","2014","10","Ryoji Takahashi, Víctor A Gil, Victor Guallar","No"
"5284","Barcelona Supercomputing Center (BSC-CNS)","Direct Measurement of the Nanomechanical Stability of a Redox Protein Active Site and Its Dependence upon Metal Binding.","10.1021/acs.jpcb.5b06382","2015","2","Marina I Giannotti, Israel Cabeza de Vaca, Juan M Artés, Fausto Sanz, Victor Guallar, Pau Gorostiza","No"
"5285","Barcelona Supercomputing Center (BSC-CNS)","New Monte Carlo Based Technique To Study DNA-Ligand Interactions.","10.1021/acs.jctc.5b00838","2015","1","Israel Cabeza de Vaca, Maria Fátima Lucas, Victor Guallar","No"
"5286","Barcelona Supercomputing Center (BSC-CNS)","pyRMSD: a Python package for efficient pairwise RMSD matrix calculation and handling.","10.1093/bioinformatics/btt402","2013","3","Víctor A Gil, Víctor Guallar","No"
"5287","Barcelona Supercomputing Center (BSC-CNS)","Ligand Binding Mechanism in Steroid Receptors: From Conserved Plasticity to Differential Evolutionary Constraints.","10.1016/j.str.2015.09.012","2015","11","Karl Edman, Ali Hosseini, Magnus K Bjursell, Anna Aagaard, Lisa Wissler, Anders Gunnarsson, Tim Kaminski, Christian Köhler, Stefan Bäckström, Tina J Jensen, Anders Cavallin, Ulla Karlsson, Ewa Nilsson, Daniel Lecina, Ryoji Takahashi, Christoph Grebner, Stefan Geschwindner, Matti Lepistö, Anders C Hogner, Victor Guallar","No"
"5288","Barcelona Supercomputing Center (BSC-CNS)","PELE web server: atomistic study of biomolecular systems at your fingertips.","10.1093/nar/gkt454","2013","21","Armin Madadkar-Sobhani, Victor Guallar","No"
"5289","Barcelona Supercomputing Center (BSC-CNS)","Mapping the Long-Range Electron Transfer Route in Ligninolytic Peroxidases.","10.1021/acs.jpcb.7b00835","2017","5","Sandra Acebes, Francisco J Ruiz-Dueñas, Mario Toubes, Veronica Sáez-Jiménez, Marta Pérez-Boada, M Fátima Lucas, Angel T Martínez, Victor Guallar","No"
"5290","Barcelona Supercomputing Center (BSC-CNS)","Exploration of Protein Conformational Change with PELE and Meta-Dynamics.","10.1021/ct200675g","2012","6","Benjamin P Cossins, Ali Hosseini, Victor Guallar","No"
"5291","Barcelona Supercomputing Center (BSC-CNS)","Two tyrosyl radicals stabilize high oxidation states in cytochrome C oxidase for efficient energy conservation and proton translocation.","10.1021/ja210535w","2012","9","Michelle A Yu, Tsuyoshi Egawa, Kyoko Shinzawa-Itoh, Shinya Yoshikawa, Victor Guallar, Syun-Ru Yeh, Denis L Rousseau, Gary J Gerfen","No"
"5292","Barcelona Supercomputing Center (BSC-CNS)","A theoretical multiscale treatment of protein-protein electron transfer: The ferredoxin/ferredoxin-NADP(+) reductase and flavodoxin/ferredoxin-NADP(+) reductase systems.","10.1016/j.bbabio.2015.09.002","2015","3","Suwipa Saen-Oon, Israel Cabeza de Vaca, Diego Masone, Milagros Medina, Victor Guallar","No"
"5293","Barcelona Supercomputing Center (BSC-CNS)","Porphyrin Binding to Gun4 Protein, Facilitated by a Flexible Loop, Controls Metabolite Flow through the Chlorophyll Biosynthetic Pathway.","10.1074/jbc.m115.664987","2015","4","Jana Kopecná, Israel Cabeza de Vaca, Nathan B P Adams, Paul A Davison, Amanda A Brindley, C Neil Hunter, Victor Guallar, Roman Sobotka","No"
"5294","Barcelona Supercomputing Center (BSC-CNS)","Determinants and Prediction of Esterase Substrate Promiscuity Patterns.","10.1021/acschembio.7b00996","2018","1","Mónica Martínez-Martínez, Cristina Coscolín, Gerard Santiago, Jennifer Chow, Peter J Stogios, Rafael Bargiela, Christoph Gertler, José Navarro-Fernández, Alexander Bollinger, Stephan Thies, Celia Méndez-García, Ana Popovic, Greg Brown, Tatyana N Chernikova, Antonio García-Moyano, Gro E K Bjerga, Pablo Pérez-García, Tran Hai, Mercedes V Del Pozo, Runar Stokke, Ida H Steen, Hong Cui, Xiaohui Xu, Boguslaw P Nocek, María Alcaide, Marco Distaso, Victoria Mesa, Ana I Peláez, Jesús Sánchez, Patrick C F Buchholz, Jürgen Pleiss, Antonio Fernández-Guerra, Frank O Glöckner, Olga V Golyshina, Michail M Yakimov, Alexei Savchenko, Karl-Erich Jaeger, Alexander F Yakunin, Wolfgang R Streit, Peter N Golyshin, Víctor Guallar, Manuel Ferrer","No"
"5295","Barcelona Supercomputing Center (BSC-CNS)","Insights into Laccase Engineering from Molecular Simulations: Toward a Binding-Focused Strategy.","10.1021/acs.jpclett.5b00225","2015","5","Emanuele Monza, M Fatima Lucas, Susana Camarero, Lorea C Alejaldre, Angel T Martínez, Victor Guallar","No"
"5296","Barcelona Supercomputing Center (BSC-CNS)","Improving the oxidative stability of a high redox potential fungal peroxidase by rational design.","10.1371/journal.pone.0124750","2015","6","Verónica Sáez-Jiménez, Sandra Acebes, Victor Guallar, Angel T Martínez, Francisco J Ruiz-Dueñas","No"
"5297","Barcelona Supercomputing Center (BSC-CNS)","Electron transfer in proteins: theory, applications and future perspectives.","10.1039/c3cp50484k","2013","2","Suwipa Saen-Oon, Maria Fatima Lucas, Victor Guallar","No"
"5298","Barcelona Supercomputing Center (BSC-CNS)","Basidiomycete DyPs: Genomic diversity, structural-functional aspects, reaction mechanism and environmental significance.","10.1016/j.abb.2015.01.018","2015","9","Dolores Linde, Francisco J Ruiz-Dueñas, Elena Fernández-Fueyo, Victor Guallar, Kenneth E Hammel, Rebecca Pogni, Angel T Martínez","No"
"5299","Barcelona Supercomputing Center (BSC-CNS)","Unveiling prolyl oligopeptidase ligand migration by comprehensive computational techniques.","10.1016/j.bpj.2014.11.3453","2015","7","Martin Kotev, Daniel Lecina, Teresa Tarragó, Ernest Giralt, Víctor Guallar","No"
